,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_in_euros,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,neighborhood,available
1811,15762615,0.31000000000000005,False,Centrum-Oost,52.36825,4.91707,Entire home/apt,2,1,1,5,$144.00,2,2,True,0,1,4.52,False,,72.0,288.0,4%,15%,16%,4.99,Centrum-Oost,0.03561643835616438
1812,15763486,,False,IJburg - Zeeburgereiland,52.36045,4.98039,Private room,3,1,2,4,$86.00,1,1125,True,0,0,4.96,False,,28.67,86.0,6%,9%,16%,4.99,IJburg - Zeeburgereiland,0.4246575342465753
1813,15771182,1.0,False,Bos en Lommer,52.38502,4.85134,Entire home/apt,2,1,1,1,$95.00,3,13,True,0,0,4.89,False,,47.5,285.0,6%,12%,15%,4.99,Bos en Lommer,0.0
1814,15771785,1.0,True,Oud-Noord,52.39591,4.9098,Entire home/apt,12,6,12,17,$442.00,3,1125,True,5,7,4.37,True,,36.83,1326.0,4%,18%,16%,10.99,Oud-Noord,0.7589041095890411
1815,15780515,1.0,True,Zuid,52.35896,4.8701,Entire home/apt,2,1,1,2,$166.00,3,31,True,0,3,4.94,False,,83.0,498.0,8%,17%,21%,4.99,Zuid,0.3589041095890411
1816,15785019,0.56,False,Oud-Noord,52.39314,4.92747,Entire home/apt,3,2,1,3,$125.00,6,1125,True,0,0,4.7,False,,41.67,750.0,8%,10%,17%,4.99,Oud-Noord,0.010958904109589041
1817,15786299,0.88,False,Geuzenveld - Slotermeer,52.37684,4.82377,Private room,2,1,1,9,$90.00,2,1125,True,3,1,4.89,False,,45.0,180.0,6%,13%,14%,4.99,Geuzenveld - Slotermeer,0.10136986301369863
1818,15786513,1.0,False,Westerpark,52.38366,4.87186,Entire home/apt,2,1,1,3,$182.00,2,29,True,0,0,5.0,True,,91.0,364.0,8%,23%,21%,4.99,Westerpark,0.0
1819,15797457,,False,Westerpark,52.37898,4.87498,Entire home/apt,2,1,1,7,$174.00,4,8,True,0,0,5.0,False,,87.0,696.0,7%,23%,21%,4.99,Westerpark,0.0
1820,15811049,1.0,True,De Baarsjes - Oud-West,52.37097,4.86182,Private room,2,1,1,1,$80.00,2,1125,True,0,0,4.93,True,,40.0,160.0,5%,13%,16%,4.99,De Baarsjes - Oud-West,0.0
1821,15816344,1.0,False,IJburg - Zeeburgereiland,52.35524,5.0049,Private room,2,1,2,4,$74.00,1,28,True,0,0,4.34,True,,37.0,74.0,5%,11%,16%,2.99,IJburg - Zeeburgereiland,0.18082191780821918
1822,15819051,0.73,False,Centrum-Oost,52.36759,4.89894,Entire home/apt,4,2,2,16,$538.00,2,6,True,0,2,4.48,True,,134.5,1076.0,18%,27%,35%,10.99,Centrum-Oost,0.0
1823,15854242,1.0,False,Oud-Oost,52.35601,4.91086,Entire home/apt,2,1,2,5,$183.00,2,30,True,0,0,4.8,False,,91.5,366.0,7%,15%,19%,4.99,Oud-Oost,0.13150684931506848
1824,15861762,0.5,False,Oostelijk Havengebied - Indische Buurt,52.36459,4.93512,Entire home/apt,2,1,1,10,$180.00,4,14,True,0,0,5.0,False,,90.0,720.0,7%,12%,17%,4.99,Oostelijk Havengebied - Indische Buurt,0.7342465753424657
1825,15880053,1.0,True,Noord-West,52.41717,4.89798,Private room,1,1,1,6,$59.00,1,1125,True,3,7,4.319999999999999,False,,59.0,59.0,6%,12%,15%,2.99,Noord-West,0.0273972602739726
1826,15893795,,False,Geuzenveld - Slotermeer,52.37186,4.81754,Private room,2,1,1,5,$112.00,2,1125,True,0,0,,False,,56.0,224.0,6%,11%,17%,4.99,Geuzenveld - Slotermeer,0.0
1827,15911681,0.9600000000000001,False,Centrum-Oost,52.37186,4.90793,Entire home/apt,2,1,1,1,$165.00,5,5,True,1,0,4.97,False,,82.5,825.0,8%,12%,19%,4.99,Centrum-Oost,0.16712328767123288
1828,15921637,0.17000000000000004,False,Centrum-Oost,52.3628,4.90854,Entire home/apt,4,2,2,10,$200.00,3,1125,True,0,0,4.97,False,,50.0,600.0,9%,27%,24%,4.99,Centrum-Oost,0.0
1829,15922131,0.09000000000000002,False,Centrum-Oost,52.36277,4.88854,Private room,2,1,1,3,$111.00,2,1125,True,4,0,4.83,False,,55.5,222.0,5%,16%,16%,4.99,Centrum-Oost,0.21095890410958903
1830,15922851,0.07,False,De Pijp - Rivierenbuurt,52.35198,4.89488,Entire home/apt,2,1,1,13,$264.00,2,7,True,5,1,4.92,False,,132.0,528.0,11%,21%,27%,4.99,De Pijp - Rivierenbuurt,0.8410958904109589
1831,15926617,0.73,False,Watergraafsmeer,52.34699,4.91347,Entire home/apt,4,2,2,12,$350.00,2,28,True,0,0,4.89,False,,87.5,700.0,10%,18%,31%,4.99,Watergraafsmeer,0.0821917808219178
1832,15927947,0.21000000000000008,False,Centrum-West,52.37534,4.88118,Entire home/apt,4,2,2,2,$204.00,2,1125,True,0,2,4.95,False,,51.0,408.0,7%,20%,26%,4.99,Centrum-West,0.07123287671232877
1833,15936857,1.0,False,De Aker - Nieuw Sloten,52.34582,4.81618,Entire home/apt,2,1,1,8,$68.00,7,9,True,0,0,4.58,True,,34.0,476.0,5%,16%,14%,2.99,De Aker - Nieuw Sloten,0.26301369863013696
1834,15945206,,False,Westerpark,52.38423,4.87159,Entire home/apt,2,1,1,1,$106.00,2,13,True,0,0,4.57,True,,53.0,212.0,6%,13%,17%,4.99,Westerpark,0.0
1835,15946060,1.0,True,De Baarsjes - Oud-West,52.36745,4.87642,Private room,2,1,1,6,$120.00,4,15,True,2,3,4.86,False,,60.0,480.0,7%,13%,20%,4.99,De Baarsjes - Oud-West,0.2410958904109589
1836,15953085,0.71,False,Noord-West,52.40667,4.90481,Entire home/apt,4,2,2,6,$139.00,4,109,True,0,0,5.0,False,,34.75,556.0,6%,13%,17%,4.99,Noord-West,0.005479452054794521
1837,15959684,0.0,False,De Baarsjes - Oud-West,52.36096,4.87733,Entire home/apt,2,1,1,11,$250.00,3,14,True,0,0,5.0,False,,125.0,750.0,11%,21%,21%,4.99,De Baarsjes - Oud-West,0.0
1838,15963303,0.83,False,Centrum-West,52.38234,4.88296,Entire home/apt,3,2,1,10,$225.00,2,14,True,1,1,4.97,False,,75.0,450.0,12%,15%,16%,4.99,Centrum-West,0.0027397260273972603
1839,15984970,1.0,False,De Baarsjes - Oud-West,52.36814,4.86646,Entire home/apt,4,2,2,12,$200.00,2,1125,True,0,0,4.82,False,,50.0,400.0,13%,13%,24%,4.99,De Baarsjes - Oud-West,0.0027397260273972603
1840,15995195,0.83,True,Centrum-West,52.37168,4.88168,Entire home/apt,2,1,1,12,$350.00,3,1125,True,0,1,4.92,False,,175.0,1050.0,10%,30%,24%,4.99,Centrum-West,0.4301369863013699
1841,15997346,,False,De Baarsjes - Oud-West,52.36851,4.86278,Entire home/apt,2,1,1,7,$119.00,3,7,True,0,0,4.9,False,,59.5,357.0,9%,14%,19%,4.99,De Baarsjes - Oud-West,0.0
1842,16003294,1.0,False,Westerpark,52.38307,4.88036,Private room,3,1,2,8,$111.00,3,1125,True,0,0,4.97,False,,37.0,333.0,6%,12%,18%,4.99,Westerpark,0.0
1843,16021092,0.64,False,De Baarsjes - Oud-West,52.3605,4.86495,Entire home/apt,4,2,3,7,$200.00,5,60,True,0,0,4.86,False,,50.0,1000.0,11%,17%,29%,4.99,De Baarsjes - Oud-West,0.03561643835616438
1844,16050056,1.0,False,Noord-West,52.41079,4.89465,Private room,2,1,1,1,$88.00,2,1125,True,6,1,4.68,True,,44.0,176.0,6%,11%,15%,4.99,Noord-West,0.38904109589041097
1845,16065634,,False,Oud-Oost,52.35647,4.91453,Entire home/apt,4,2,2,13,$250.00,2,20,True,0,0,5.0,False,,62.5,500.0,14%,27%,35%,4.99,Oud-Oost,0.0
1846,16081933,1.0,True,De Pijp - Rivierenbuurt,52.35828,4.90187,Entire home/apt,2,1,1,10,$170.00,3,30,True,4,6,4.92,False,,85.0,510.0,9%,15%,24%,4.99,De Pijp - Rivierenbuurt,0.5232876712328767
1847,16084127,1.0,True,De Baarsjes - Oud-West,52.3612,4.87751,Private room,4,1,4,5,$278.00,2,1125,True,4,10,4.92,False,,69.5,556.0,6%,23%,21%,4.99,De Baarsjes - Oud-West,0.22465753424657534
1848,16107987,1.0,False,De Baarsjes - Oud-West,52.36307,4.86217,Entire home/apt,2,1,1,11,$250.00,3,30,True,0,0,4.95,False,,125.0,750.0,8%,16%,20%,4.99,De Baarsjes - Oud-West,0.0
1849,16127802,0.59,False,De Baarsjes - Oud-West,52.3686,4.87465,Entire home/apt,3,2,5,14,$387.00,2,28,True,0,1,4.86,False,,129.0,774.0,10%,10%,17%,4.99,De Baarsjes - Oud-West,0.2410958904109589
1850,16137827,,False,De Baarsjes - Oud-West,52.35723,4.85696,Private room,3,1,2,5,$61.00,3,1125,True,0,0,4.319999999999999,False,,20.33,183.0,4%,12%,15%,2.99,De Baarsjes - Oud-West,0.0
1851,16153200,0.5,False,Westerpark,52.38414,4.87603,Entire home/apt,3,2,1,2,$100.00,3,1124,True,0,0,4.83,False,,33.33,300.0,7%,10%,18%,4.99,Westerpark,0.0
1852,16153298,0.36999999999999994,False,Centrum-West,52.37972,4.88069,Entire home/apt,6,3,3,30,$800.00,3,100,True,0,0,4.66,True,,133.33,2400.0,13%,23%,40%,10.99,Centrum-West,0.2602739726027397
1853,16154366,0.30000000000000004,False,De Pijp - Rivierenbuurt,52.34156,4.90765,Entire home/apt,4,2,2,6,$200.00,2,14,True,0,1,4.86,False,,50.0,400.0,10%,22%,26%,4.99,De Pijp - Rivierenbuurt,0.2821917808219178
1854,16175728,0.15000000000000002,False,Centrum-West,52.36804,4.89098,Private room,4,1,2,4,$190.00,2,14,True,4,0,5.0,True,,47.5,380.0,8%,16%,18%,4.99,Centrum-West,0.40273972602739727
1855,16185181,1.0,False,Oostelijk Havengebied - Indische Buurt,52.37182,4.94153,Entire home/apt,4,2,1,11,$171.00,3,28,True,1,0,4.75,False,,42.75,513.0,9%,14%,19%,4.99,Oostelijk Havengebied - Indische Buurt,0.005479452054794521
1856,16197533,1.0,False,IJburg - Zeeburgereiland,52.35486,5.00437,Private room,2,1,2,3,$74.00,1,28,True,0,0,4.37,True,,37.0,74.0,5%,11%,16%,2.99,IJburg - Zeeburgereiland,0.18082191780821918
1857,16197958,1.0,True,De Baarsjes - Oud-West,52.36455,4.87381,Entire home/apt,2,1,2,13,$189.00,4,31,True,4,1,4.97,False,,94.5,756.0,5%,13%,17%,4.99,De Baarsjes - Oud-West,0.07397260273972603
1858,16198996,,False,Westerpark,52.39147,4.88794,Entire home/apt,2,1,2,1,$69.00,2,14,True,0,0,4.3100000000000005,False,,34.5,138.0,7%,16%,14%,2.99,Westerpark,0.0
1859,16202534,1.0,False,IJburg - Zeeburgereiland,52.35358,5.00485,Private room,2,1,2,1,$74.00,1,28,True,0,0,4.08,True,,37.0,74.0,5%,13%,15%,2.99,IJburg - Zeeburgereiland,0.18082191780821918
1860,16202960,1.0,False,IJburg - Zeeburgereiland,52.35473,5.00492,Private room,2,1,2,6,$74.00,1,28,True,0,0,4.1499999999999995,True,,37.0,74.0,5%,11%,17%,2.99,IJburg - Zeeburgereiland,0.18082191780821918
1861,16203297,1.0,False,IJburg - Zeeburgereiland,52.35324,5.0044,Private room,2,1,2,7,$74.00,1,28,True,0,0,4.609999999999999,True,,37.0,74.0,7%,12%,15%,2.99,IJburg - Zeeburgereiland,0.18082191780821918
1862,16203884,1.0,False,IJburg - Zeeburgereiland,52.35319,5.00614,Private room,2,1,2,3,$74.00,1,28,True,0,0,4.23,True,,37.0,74.0,4%,11%,16%,2.99,IJburg - Zeeburgereiland,0.18082191780821918
1863,16204076,1.0,False,IJburg - Zeeburgereiland,52.35364,5.00649,Private room,2,1,2,7,$74.00,1,28,True,0,0,4.109999999999999,True,,37.0,74.0,7%,11%,16%,2.99,IJburg - Zeeburgereiland,0.18082191780821918
1864,16208749,,False,De Pijp - Rivierenbuurt,52.35104,4.90813,Entire home/apt,4,2,2,5,$95.00,3,1125,True,0,0,4.97,False,,23.75,285.0,6%,14%,16%,4.99,De Pijp - Rivierenbuurt,0.0
1865,16211736,1.0,True,Westerpark,52.37546,4.87656,Private room,4,1,3,8,$275.00,5,1125,True,0,3,4.81,False,,68.75,1375.0,10%,22%,19%,4.99,Westerpark,0.6986301369863014
1866,16222778,0.5700000000000001,False,Centrum-West,52.38001,4.88587,Private room,2,1,1,5,$91.00,5,30,True,0,3,4.73,False,,45.5,455.0,6%,12%,16%,4.99,Centrum-West,0.0
1867,16223096,1.0,True,Bos en Lommer,52.37587,4.83867,Private room,4,1,2,1,$108.00,1,13,True,14,3,4.81,False,,27.0,108.0,5%,16%,13%,4.99,Bos en Lommer,0.9260273972602739
1868,16235797,0.5800000000000001,False,Centrum-Oost,52.36468,4.88678,Private room,4,1,1,6,$81.00,1,15,True,0,0,4.53,True,,20.25,81.0,5%,12%,17%,4.99,Centrum-Oost,0.0
1869,16247842,0.39,False,Zuid,52.34282,4.84821,Private room,2,1,2,6,$149.00,2,365,True,4,1,4.46,True,,74.5,298.0,8%,14%,19%,4.99,Zuid,0.14794520547945206
1870,16249620,0.6,False,Centrum-West,52.36968,4.8917,Private room,2,1,1,11,$130.00,1,1125,True,2,5,4.65,False,,65.0,130.0,7%,16%,16%,4.99,Centrum-West,0.136986301369863
1871,16249820,0.48,False,Centrum-West,52.37065,4.89467,Private room,2,1,1,9,$127.00,1,1125,True,6,6,4.69,False,,63.5,127.0,6%,18%,17%,4.99,Centrum-West,0.11506849315068493
1872,16270813,0.45,False,De Pijp - Rivierenbuurt,52.35378,4.88702,Entire home/apt,4,2,2,5,$239.00,4,1125,True,5,0,4.76,False,,59.75,956.0,9%,14%,23%,4.99,De Pijp - Rivierenbuurt,0.7972602739726027
1873,16280897,1.0,True,Oud-Oost,52.34959,4.91402,Entire home/apt,2,1,1,2,$125.00,2,30,True,0,0,4.96,False,,62.5,250.0,5%,15%,17%,4.99,Oud-Oost,0.0
1874,16317272,,False,Oud-Oost,52.36486,4.9252,Entire home/apt,2,1,1,8,$149.00,5,14,True,0,0,4.9,True,,74.5,745.0,9%,14%,14%,4.99,Oud-Oost,0.0
1875,16328805,0.5,False,Oostelijk Havengebied - Indische Buurt,52.36379,4.94369,Entire home/apt,3,2,2,7,$90.00,3,1125,True,0,0,4.63,False,,30.0,270.0,6%,12%,16%,4.99,Oostelijk Havengebied - Indische Buurt,0.0
1876,16339923,1.0,False,IJburg - Zeeburgereiland,52.36057,4.9909,Private room,4,1,2,8,$75.00,2,10,True,8,4,4.88,False,,18.75,150.0,5%,16%,14%,4.99,IJburg - Zeeburgereiland,0.049315068493150684
1877,16341879,0.71,False,Centrum-West,52.36883,4.89309,Private room,2,1,1,4,$158.00,3,1125,True,13,0,4.47,True,,79.0,474.0,9%,17%,17%,4.99,Centrum-West,0.9068493150684932
1878,16342515,0.49,False,Centrum-West,52.36831,4.89463,Private room,2,1,1,6,$158.00,3,1125,True,12,0,4.46,True,,79.0,474.0,9%,17%,20%,4.99,Centrum-West,0.8958904109589041
1879,16350016,0.62,True,Zuid,52.35963,4.86931,Entire home/apt,2,1,1,10,$169.00,3,31,True,0,8,4.9,False,,84.5,507.0,8%,19%,21%,4.99,Zuid,0.4438356164383562
1880,16355117,0.0,False,Zuid,52.35332,4.85664,Entire home/apt,3,2,3,14,$241.00,14,700,True,5,0,4.86,False,,80.33,3374.0,5%,19%,28%,4.99,Zuid,0.1780821917808219
1881,16361896,,False,De Baarsjes - Oud-West,52.36641,4.85167,Entire home/apt,2,1,1,11,$149.00,3,1125,True,0,0,,False,,74.5,447.0,7%,18%,19%,4.99,De Baarsjes - Oud-West,0.0
1882,16374467,,False,De Baarsjes - Oud-West,52.36066,4.87167,Entire home/apt,4,2,4,8,$199.00,2,21,True,0,0,4.72,False,,49.75,398.0,8%,19%,22%,4.99,De Baarsjes - Oud-West,0.0
1883,16388616,1.0,False,Westerpark,52.38122,4.87973,Private room,2,1,1,8,$92.00,3,90,True,0,3,4.61,True,,46.0,276.0,7%,9%,16%,4.99,Westerpark,0.37534246575342467
1884,16389105,0.42000000000000004,False,Centrum-West,52.38101,4.87982,Private room,2,1,1,1,$129.00,3,90,True,0,4,4.71,True,,64.5,387.0,7%,18%,16%,4.99,Centrum-West,0.14246575342465753
1885,16391366,1.0,True,Centrum-West,52.38351,4.88487,Entire home/apt,2,1,2,16,$229.00,4,28,True,0,0,5.0,True,,114.5,916.0,8%,23%,27%,4.99,Centrum-West,0.33424657534246577
1886,16401179,0.7,False,Centrum-West,52.38011,4.89189,Private room,2,1,1,8,$203.00,1,1125,True,2,0,4.52,True,,101.5,203.0,8%,21%,27%,4.99,Centrum-West,0.20273972602739726
1887,16401807,0.99,False,Centrum-West,52.38005,4.8919,Entire home/apt,2,1,1,5,$192.00,1,1125,True,2,8,4.55,True,,96.0,192.0,10%,19%,22%,4.99,Centrum-West,0.26301369863013696
1888,16404688,0.79,False,Oud-Noord,52.39306,4.93641,Entire home/apt,5,3,4,7,$210.00,5,30,True,0,0,5.0,False,,42.0,1050.0,9%,22%,26%,4.99,Oud-Noord,0.0
1889,16422457,1.0,False,Watergraafsmeer,52.35508,4.94035,Entire home/apt,4,2,2,9,$190.00,3,60,True,0,0,4.89,False,,47.5,570.0,7%,14%,19%,4.99,Watergraafsmeer,0.0
1890,16425583,,False,Zuid,52.35416,4.87901,Entire home/apt,4,2,4,10,$260.00,4,21,True,0,0,4.86,True,,65.0,1040.0,11%,19%,19%,4.99,Zuid,0.0
1891,16438704,1.0,True,Bos en Lommer,52.37677,4.86097,Entire home/apt,4,2,2,12,$260.00,5,1125,True,0,1,4.94,False,,65.0,1300.0,12%,27%,29%,4.99,Bos en Lommer,0.0
1892,16459266,,False,Zuid,52.35079,4.85324,Entire home/apt,2,1,1,11,$150.00,1,1125,True,0,0,4.77,False,,75.0,150.0,8%,17%,16%,4.99,Zuid,0.0
1893,16486501,0.92,False,Bos en Lommer,52.37756,4.8496,Entire home/apt,4,2,2,5,$207.00,3,1125,True,0,0,4.86,False,,51.75,621.0,8%,13%,27%,4.99,Bos en Lommer,0.010958904109589041
1894,16523466,0.86,False,De Baarsjes - Oud-West,52.36599,4.87632,Entire home/apt,2,1,1,11,$310.00,2,2,True,0,1,4.45,True,,155.0,620.0,4%,22%,25%,4.99,De Baarsjes - Oud-West,0.7534246575342466
1895,16526188,0.35000000000000003,False,Westerpark,52.37779,4.87329,Entire home/apt,2,1,1,2,$90.00,2,1125,True,0,0,4.83,False,,45.0,180.0,4%,12%,16%,4.99,Westerpark,0.0
1896,16526897,0.92,False,Oostelijk Havengebied - Indische Buurt,52.37597,4.94647,Private room,4,1,3,10,$249.00,2,28,True,1,2,4.89,False,,62.25,498.0,9%,18%,25%,4.99,Oostelijk Havengebied - Indische Buurt,0.4383561643835616
1897,16529838,,False,Westerpark,52.3832,4.87006,Entire home/apt,2,1,1,1,$93.00,3,1125,True,0,0,4.96,False,,46.5,279.0,7%,10%,17%,4.99,Westerpark,0.0
1898,16529952,0.6900000000000001,False,Westerpark,52.37901,4.87583,Entire home/apt,2,1,2,8,$120.00,3,4,True,0,0,4.83,False,,60.0,360.0,7%,14%,20%,4.99,Westerpark,0.0027397260273972603
1899,16538401,0.8400000000000001,True,Zuid,52.35564,4.86494,Private room,2,1,1,12,$160.00,1,1125,True,2,1,5.0,False,,80.0,160.0,7%,23%,18%,4.99,Zuid,0.019178082191780823
1900,16539738,1.0,True,Oud-Noord,52.39363,4.91097,Entire home/apt,12,6,13,12,$355.00,2,350,True,2,3,4.58,True,,29.58,710.0,8%,20%,26%,4.99,Oud-Noord,0.6246575342465753
1901,16540398,1.0,False,De Baarsjes - Oud-West,52.36851,4.87315,Entire home/apt,2,1,1,9,$122.00,3,30,True,0,0,5.0,False,,61.0,366.0,7%,13%,23%,4.99,De Baarsjes - Oud-West,0.0273972602739726
1902,16553990,0.75,False,De Pijp - Rivierenbuurt,52.35182,4.89662,Private room,2,1,1,4,$153.00,1,1125,True,3,0,4.59,True,,76.5,153.0,8%,19%,24%,4.99,De Pijp - Rivierenbuurt,0.3041095890410959
1903,16582068,0.16999999999999998,False,Centrum-West,52.37903,4.88377,Private room,2,1,1,9,$149.00,2,1125,True,0,3,4.91,False,,74.5,298.0,9%,16%,17%,4.99,Centrum-West,0.11232876712328767
1904,16583033,1.0,True,De Baarsjes - Oud-West,52.36873,4.85616,Private room,2,1,1,8,$73.00,1,1125,True,6,3,4.48,True,,36.5,73.0,5%,12%,17%,2.99,De Baarsjes - Oud-West,0.3095890410958904
1905,16610138,0.53,False,De Pijp - Rivierenbuurt,52.35448,4.88959,Entire home/apt,3,2,1,6,$115.00,3,1125,True,4,5,4.81,False,,38.33,345.0,5%,15%,19%,4.99,De Pijp - Rivierenbuurt,0.06575342465753424
1906,16614928,0.8999999999999999,True,De Pijp - Rivierenbuurt,52.35199,4.90477,Private room,2,1,1,4,$145.00,2,30,True,1,8,4.98,True,,72.5,290.0,7%,15%,19%,4.99,De Pijp - Rivierenbuurt,0.7397260273972602
1907,16615187,0.22,False,Noord-Oost,52.40627,4.93407,Private room,2,1,1,10,$120.00,1,1125,True,3,0,5.0,False,,60.0,120.0,4%,13%,18%,4.99,Noord-Oost,0.1780821917808219
1908,16625355,0.8200000000000001,False,Noord-West,52.40872,4.90547,Entire home/apt,4,2,5,3,$177.00,4,21,True,0,2,4.89,False,,44.25,708.0,8%,21%,16%,4.99,Noord-West,0.01643835616438356
1909,16630995,0.0,False,Oud-Oost,52.35537,4.9075,Entire home/apt,2,1,1,2,$75.00,3,30,True,0,0,4.87,False,,37.5,225.0,6%,14%,14%,4.99,Oud-Oost,0.0
1910,16640930,,False,De Baarsjes - Oud-West,52.36053,4.86473,Entire home/apt,4,2,4,15,$340.00,3,1125,True,0,0,4.94,False,,85.0,1020.0,5%,16%,30%,4.99,De Baarsjes - Oud-West,0.09041095890410959
1911,16655842,1.0,False,De Baarsjes - Oud-West,52.36747,4.85006,Entire home/apt,2,1,1,7,$146.00,2,1125,True,0,2,4.98,False,,73.0,292.0,7%,15%,18%,4.99,De Baarsjes - Oud-West,0.0
1912,16685383,0.47000000000000003,False,Bos en Lommer,52.37933,4.84745,Private room,1,1,1,1,$39.00,1,4,True,0,0,4.4,True,,39.0,39.0,9%,10%,15%,0.99,Bos en Lommer,0.0
1913,16687949,1.0,True,De Baarsjes - Oud-West,52.37118,4.84928,Private room,3,1,2,4,$77.00,3,30,True,3,5,4.86,False,,25.67,231.0,6%,12%,16%,4.99,De Baarsjes - Oud-West,0.15616438356164383
1914,16697065,0.47000000000000003,False,Bos en Lommer,52.37962,4.84779,Entire home/apt,2,1,1,5,$102.00,4,60,True,0,0,4.88,False,,51.0,408.0,5%,13%,16%,4.99,Bos en Lommer,0.0
1915,16705542,0.78,False,Noord-Oost,52.39527,4.99237,Private room,6,1,6,3,$103.00,2,1125,True,11,0,4.41,False,,17.17,206.0,7%,19%,16%,4.99,Noord-Oost,0.5342465753424658
1916,16710492,1.0,False,Oud-Oost,52.35042,4.91603,Entire home/apt,3,2,2,3,$185.00,4,1125,True,0,0,4.88,False,,61.67,740.0,7%,12%,22%,4.99,Oud-Oost,0.0
1917,16715510,0.8200000000000001,False,Westerpark,52.38865,4.88074,Entire home/apt,4,2,2,7,$220.00,5,1125,True,0,0,4.94,False,,55.0,1100.0,8%,17%,23%,4.99,Westerpark,0.0
1918,16721604,0.25,False,Bos en Lommer,52.37437,4.84651,Entire home/apt,4,2,2,11,$190.00,30,60,True,0,0,4.87,False,,47.5,5700.0,7%,13%,18%,4.99,Bos en Lommer,0.2684931506849315
1919,16737594,,False,De Baarsjes - Oud-West,52.35934,4.84995,Private room,2,1,1,5,$85.00,2,1125,True,0,0,5.0,False,,42.5,170.0,6%,13%,17%,4.99,De Baarsjes - Oud-West,0.0
1920,16748989,,False,Oostelijk Havengebied - Indische Buurt,52.3777,4.94521,Entire home/apt,4,2,2,10,$288.00,1,31,True,0,0,4.8,True,,72.0,288.0,14%,16%,32%,4.99,Oostelijk Havengebied - Indische Buurt,0.0
1921,16751079,0.61,False,Centrum-West,52.3788,4.88539,Entire home/apt,5,3,4,9,$300.00,3,1125,True,0,1,4.91,False,,60.0,900.0,9%,29%,19%,4.99,Centrum-West,0.0
1922,16761223,,False,Westerpark,52.38989,4.88278,Entire home/apt,4,2,2,13,$179.00,3,1125,True,0,0,4.92,True,,44.75,537.0,7%,16%,22%,4.99,Westerpark,0.0
1923,16763977,,False,Centrum-Oost,52.37375,4.90227,Private room,2,1,1,4,$95.00,3,20,True,0,0,4.77,True,,47.5,285.0,5%,8%,17%,4.99,Centrum-Oost,0.0
1924,16775644,1.0,False,Oud-Oost,52.35355,4.91367,Entire home/apt,2,1,1,7,$240.00,3,1125,True,0,0,4.63,False,,120.0,720.0,5%,16%,25%,4.99,Oud-Oost,0.0
1925,16788501,1.0,False,De Baarsjes - Oud-West,52.36615,4.87549,Entire home/apt,2,1,2,11,$184.00,3,1125,True,0,0,4.75,False,,92.0,552.0,7%,12%,18%,4.99,De Baarsjes - Oud-West,0.01643835616438356
1926,16802673,0.89,False,De Pijp - Rivierenbuurt,52.35011,4.89958,Entire home/apt,3,2,2,12,$230.00,1,1125,True,0,0,4.89,False,,76.67,230.0,10%,15%,24%,4.99,De Pijp - Rivierenbuurt,0.0
1927,16804355,1.0,True,Centrum-West,52.37764,4.88144,Entire home/apt,2,1,1,8,$295.00,3,1125,True,0,1,4.92,True,,147.5,885.0,12%,24%,20%,4.99,Centrum-West,0.0
1928,16852387,,False,Westerpark,52.38579,4.87923,Entire home/apt,4,2,2,11,$225.00,3,10,True,0,0,4.93,False,,56.25,675.0,10%,20%,22%,4.99,Westerpark,0.0
1929,16863015,1.0,True,Centrum-West,52.37426,4.89926,Private room,2,1,2,6,$137.00,1,1125,True,5,2,4.77,False,,68.5,137.0,7%,16%,15%,4.99,Centrum-West,0.8876712328767123
1930,16877004,0.71,False,Oud-Oost,52.35868,4.91359,Entire home/apt,2,1,1,10,$159.00,2,1125,True,0,3,4.78,False,,79.5,318.0,7%,13%,21%,4.99,Oud-Oost,0.0
1931,16878229,0.5,False,Slotervaart,52.36177,4.82744,Entire home/apt,6,3,4,1,$100.00,5,1125,True,0,0,4.83,False,,16.67,500.0,8%,15%,16%,4.99,Slotervaart,0.0136986301369863
1932,16907665,0.32999999999999996,False,De Pijp - Rivierenbuurt,52.3464,4.89778,Entire home/apt,4,2,1,5,$200.00,2,21,True,1,0,4.95,False,,50.0,400.0,11%,20%,26%,4.99,De Pijp - Rivierenbuurt,0.024657534246575342
1933,16938317,0.66,True,Centrum-Oost,52.37242,4.92064,Private room,2,1,1,4,$82.00,1,3,True,0,1,4.76,False,,41.0,82.0,5%,9%,14%,4.99,Centrum-Oost,0.0
1934,16967348,,False,Oostelijk Havengebied - Indische Buurt,52.36242,4.93798,Entire home/apt,2,1,1,5,$128.00,2,4,True,0,0,4.87,False,,64.0,256.0,6%,10%,21%,4.99,Oostelijk Havengebied - Indische Buurt,0.0
1935,16996727,0.5,False,Westerpark,52.3795,4.87526,Entire home/apt,4,2,2,15,$277.00,3,90,True,0,0,4.95,False,,69.25,831.0,8%,18%,32%,4.99,Westerpark,0.0
1936,17007711,0.33,False,IJburg - Zeeburgereiland,52.35821,4.99557,Entire home/apt,5,3,5,9,$250.00,6,1125,True,0,0,4.92,False,,50.0,1500.0,13%,16%,24%,4.99,IJburg - Zeeburgereiland,0.4465753424657534
